text,label
" Nhật quy định giờ giới nghiêm cho karaoke Hát karaoke là một hoạt động giải trí được ưa chuộng tại Nhật Chính quyền tỉnh Osaka, Nhật, hôm 1-2, đã ban hành lệnh cấm người dưới 16 tuổi đến quán karaoke sau 19 giờ. 
 Theo lệnh này, chủ các quán karaoke sẽ bị phạt 300.000 yen (khoảng 40 triệu đồng) nếu vi phạm quy định. Tuy nhiên, trẻ em dưới 16 tuổi vẫn có thể đến quán karaoke, khu chơi bowling hay đến các địa điểm giải trí khác, trừ khu trò chơi điện tử, đến tận 22 giờ nếu có người giám hộ đi kèm. Quan chức tỉnh Osaka Chiyuki Yamada cho biết, trước đây họ để các chủ quán karaoke tự kiểm soát nhưng rồi quyết định ban hành quy định này nhằm thúc đẩy những hoạt động giải trí lành mạnh cho giới trẻ. Mặc dù 43 trong số 47 tỉnh khác của Nhật cũng ban hành lệnh giới nghiêm tương tự, nhưng quy định của tỉnh Osaka là cứng rắn nhất vì các tỉnh còn lại quy định giờ giới nghiêm là 22 hay 23 giờ. Tỉnh Osaka hiện là nơi có nhiều hoạt động giải trí phong phú nhất sau Tokyo, trong đó các quán karaoke là điểm giải trí rất được ưa chuộng vì từng nhóm bạn bè hay gia đình có thể cùng ăn uống và hát karaoke. Vì thế quy định mới nói trên bị rất nhiều người phản đối, với lý do lệnh cấm này sẽ ngăn nhiều gia đình không được cùng nhau đi chơi vào ban đêm.  
  
 ",Khac
" Phổ biến quy chế tới từng cán bộ tuyển sinh (NLĐ) - Thứ trưởng Bộ GD-ĐT Bành Tiến Long vừa có văn bản đề nghị các trường ĐH, CĐ nghiên cứu nắm vững và phổ biến rộng rãi quy chế tuyển sinh tới từng cán bộ tham gia công tác tuyển sinh.Theo văn bản này, kỳ thi năm nay có 2 điểm mới cơ bản là các môn ngoại ngữ thi theo phương pháp trắc nghiệm khách quan và dự kiến có khoảng 28.000 thí sinh là học sinh tốt nghiệp theo chương trình THPT phân ban thí điểm. Cũng từ kỳ thi năm nay, sẽ bỏ chế độ cộng điểm thưởng vào kết quả thi tuyển sinh đối với học sinh tốt nghiệp THPT loại giỏi (vẫn giữ chế độ tuyển thẳng đối với học sinh đoạt giải quốc tế, quốc gia). Các cán bộ chấm thi không quy tròn điểm từng bài thi mà việc quy tròn điểm do máy tính tự động thực hiện theo nguyên tắc: Nếu tổng điểm 3 môn thi có điểm lẻ từ 0,25 đến dưới 0,5 thì quy tròn thành 0,5; có điểm lẻ từ 0,75 đến dưới 1,0 thì quy tròn thành 1,0. 
  
 ",Chinhtrixahoi
" Tình đoàn kết Việt - Lào mãi mãi bền chặt Ngài Seng Thong Loungphakdy (thứ hai từ trái qua), Tổng Lãnh sự Lào tại TPHCM trò chuyện với ông Phan Xuân Biên (bên phải), Chủ tịch Hội Hữu nghị Việt – Lào TPHCM. Ảnh: N. Dương (NLĐ) - Ngày 21-3, tại Hà Nội, Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, Thành ủy và Trung ương Hội Hữu nghị Việt Nam - Lào đã tổ chức mít tinh trọng thể kỷ niệm lần thứ 50 ngày thành lập Đảng Nhân dân Cách mạng Lào (22.3.1955 - 22.3.2005). 
 Tại buổi mít tinh, đồng chí Phan Diễn, Ủy viên Bộ Chính trị - Thường trực Ban bí thư Trung ương Đảng, đã đọc diễn văn nêu bật những thành tích to lớn mà Đảng Nhân dân Cách mạng Lào đạt được trong 50 năm qua. Đồng chí Phan Diễn nhấn mạnh: “Mối quan hệ hữu nghị, đoàn kết đặc biệt, hợp tác toàn diện Việt Nam - Lào do Chủ tịch Hồ Chí Minh và Chủ tịch Cay xỏn Phôm-vi-hản trực tiếp xây dựng, được hai Đảng và nhân dân hai nước dày công vun đắp, hun đúc bằng mồ hôi và xương máu của các anh hùng liệt sĩ, của các thế hệ người Việt Nam và Lào đã trở thành mối quan hệ mẫu mực, thủy chung, trong sáng, là nguồn sức mạnh và nhân tố quan trọng bảo đảm thắng lợi của cách mạng mỗi nước”.  
 Trong diễn văn đáp từ, đồng chí Bun-Thon Xẻng-Khăm-Mi, Đại sứ đặc mệnh toàn quyền Cộng hòa Dân chủ Nhân dân Lào tại Việt Nam đã chân thành cảm ơn Ban Đối ngoại Trung ương Đảng Cộng sản Việt Nam, Thành ủy Hà Nội và Hội Hữu nghị Việt - Lào đã tổ chức buổi mít tinh mang ý nghĩa lịch sử này.  
 . Cùng ngày, tại Nhà hát TP, Thành ủy, HĐND, UBND, Ủy ban MTTQ TPHCM đã tổ chức trọng thể lễ mít tinh chào mừng kỷ niệm 50 năm ngày thành lập Đảng Nhân dân Cách mạng Lào.  
 Phát biểu tại buổi lễ, đồng chí Nguyễn Minh Triết nhấn mạnh: “Thực tiễn lịch sử đã chứng minh về mối quan hệ mẫu mực, thủy chung, trong sáng đã được xây dựng bằng máu xương của hai dân tộc, hai đảng anh em, trải qua thử thách của thời gian, được kế thừa và tiếp tục phát triển từ thế hệ này sang thế hệ khác, mãi mãi bền chặt như Bác Hồ đã khẳng định: Việt - Lào hai nước chúng ta, Tình sâu như nước Hồng Hà, Cửu Long”. Phát huy truyền thống đó, từ nhiều năm qua, Đảng bộ, nhân dân TPHCM luôn ra sức vun bồi, phát triển quan hệ hữu nghị đặc biệt, hợp tác phát triển toàn diện với các địa phương của Lào, đặc biệt hai địa phương kết nghĩa là TP Viên Chăn và tỉnh Champasac. Từ chương trình này, nhiều công trình được xây dựng như Trường Phổ thông Hữu nghị TPHCM - Viên Chăn, Nhà Văn hóa các bộ tộc Lào ở tỉnh Champasac; các thanh niên của TP tình nguyện khám bệnh, phát thuốc miễn phí cho người dân; hướng dẫn kỹ thuật chăn nuôi, trồng trọt cho người dân hai địa phương trên...  
  
 ",Chinhtrixahoi
" Chờ được tái định cư Bà Nguyễn Thị Ba, KTĐC Hưng Phú 2, đang bơm nước nhiễm sắt, bùn để dùng TP Cần Thơ đang có rất nhiều công trình được triển khai cho xứng tầm đô thị trung tâm đồng bằng sông Cửu Long. Tại mỗi công trình phải giải tỏa nhiều nhà dân nhưng công tác tái định cư đang gặp khó khăn 
 Hàng trăm hộ dân thuộc khu vực giải tỏa xây dựng cầu Cần Thơ sau khi phải di dời nhà cửa đã được Ban Quản lý dự án cầu Cần Thơ cùng với Ban Bồi thường giải phóng mặt bằng (BTGPMB) quận Cái Răng, TP Cần Thơ bố trí vào nhiều khu tái định cư (KTĐC). Đó là KTĐC Hưng Phú 1, Hưng Phú 2 (thuộc phường Hưng Phú) và KTĐC Tân Phú Thạnh (phường Ba Láng).  
 Thiếu thốn mọi bề  
 Trạm cấp nước đóng cửa suốt 2 năm qua và đang xuống cấp  
 Theo thông tin từ Ban BTGPMB quận Cái Răng, tổng diện tích của 3 KTĐC này gần 67.000 m 2 , trong đó 2 KTĐC Hưng Phú 1 và Hưng Phú 2 sẽ bố trí 305 hộ với tổng diện tích là 62.968 m 2 . Nhưng cho đến nay chỉ mới có khoảng 30 hộ đang sinh sống, đa phần những hộ này đều có hoàn cảnh khó khăn. Điều đáng nói ở đây là đã hơn 2 năm qua, những gia đình chấp nhận vào định cư đang gặp rất nhiều khó khăn, những tiện ích thiết yếu trong cuộc sống hằng ngày như điện, nước sinh hoạt hoàn toàn không có. Tại các KTĐC đều có các công trình cấp nước sinh hoạt, hệ thống điện chiếu sáng công cộng, trụ cấp nước phục vụ cho công tác chữa cháy được xây lắp hoàn chỉnh nhưng lại... bỏ không và đang xuống cấp, hư hỏng.  
 Để tự cứu lấy mình, các gia đình sinh sống trong ktđc đều phải mướn khoan giếng ngầm với giá từ 1,3 triệu đến 1,5 triệu đồng/giếng. Bà Hồ Thị Quá, cư dân KTĐC Hưng Phú 1, than thở: “Nước giếng chủ yếu để giặt giũ, sinh hoạt cá nhân bởi bị nhiễm sắt, phèn. Nước để ăn uống thì phải hứng nước mưa trữ lại”. Nhưng hiện nay các giếng ngầm bị sụt giảm mực nước, bơm tay không đủ áp lực nên người dân phải tốn thêm 1-2 triệu đồng mua máy bơm điện gắn vào.  
 Trong khi đó muốn có điện thắp sáng, người dân phải năn nỉ câu nhờ từ nhà dân ngoài KTĐC xa hàng trăm mét với giá từ 1.500 đồng - 2.000 đồng/KWh nhưng “vui thì người ta cho câu nhờ, lúc nào buồn thì không cho câu nữa, phải đốt đèn dầu, đèn cầy” - bà Quá bức xúc.  
 Không biết ở đâu?  
 Ở huyện Thốt Nốt, hơn 450 gia đình ở ấp Thới Thạnh, xã Thới Thuận đang trong cảnh “ngồi trên lửa” vì nhà, đất sắp bị giải tỏa để xây dựng trung tâm công nghiệp - tiểu thủ công nghiệp (CN- TTCN) nhưng chưa biết phải... đi đâu, về đâu.  
 Ông Nguyễn Văn Nơi, nhà ở cạnh bờ rạch Rạp, bức xúc: “Thông báo thu hồi đất đã được triển khai đến từng hộ dân nhưng khi chúng tôi hỏi được tái định cư ở đâu thì chính quyền địa phương nói... không biết, vậy là sao?”. Không riêng gì ông Nơi, nhiều gia đình sắp phải di dời nhà cửa trả đất lại cho Nhà nước cũng than rằng, họ đã nhiều lần kiến nghị lên xã, huyện, thành phố về vấn đề phải an cư lạc nghiệp cho dân sau khi di dời nhưng cho đến nay các ngành hữu quan vẫn... im hơi lặng tiếng. Đáng chú ý nhất là hiện tại trong khu vực này đang có gần 50 gia đình bị giải tỏa trắng ở giai đoạn 2 (tháng 1-2005) nhưng không có chỗ tái định cư nên phải mua đất cất chòi ở tạm bên bờ rạch Rạp, nay lại tiếp tục... bị giải tỏa. Ông Nguyễn Công Cảnh, một hộ nghèo tự tái định cư, băn khoăn: “Tiền bồi thường giải tỏa giai đoạn 2 tôi đã mua 35 m2 đất cất nhà, ở chưa ấm chỗ nay lại tiếp tục bị giải tỏa nữa, bây giờ biết dời về đâu?”. Viễn cảnh có tiền nhưng không có chỗ tá túc đang làm hàng ngàn người dân Thới Thạnh mất ăn mất ngủ và lại phải đối mặt với một thực tế: Ba năm qua không thể làm ăn gì được vì không biết đất đai, nhà cửa sẽ bị thu hồi lúc nào.  
 Ngoài tầm tay chính quyền địa phương  
 Lý giải việc dân các ktđc Hưng Phú 1, Hưng Phú 2, Tân Phú Thạnh không có điện, nước sinh hoạt, Ban BTGPMB quận cho biết: Số hộ dân vào sinh sống chưa nhiều nên chưa đủ điều kiện để đưa điện, nước vào tận nơi phục vụ vì sợ... lỗ vốn. Ông Nguyễn Văn Phúc, Trưởng Ban BTGPMB quận Cái Răng, nói: “Việc này chúng tôi đã giao cho... phường. Các KTĐC này đã có đường ống nước, đặt máy bơm nhưng không có ai đứng ra bảo quản nên bị mất hoài”. Trong khi đó, bà Huỳnh Thị Phụng, Phó Chủ tịch UBND phường Hưng Phú, cho biết: Dân cư tập trung về đây chưa nhiều do nhiều người khá giả có tâm lý chờ chừng nào cầu Cần Thơ hoàn thành mới xây nhà định cư, nhiều hộ kinh doanh đất mua đi bán lại làm cho công tác quản lý của phường gặp nhiều khó khăn, nên cơ sở hạ tầng chưa được bảo đảm. UBND phường đã kiến nghị cùng với Ban Quản lý dự án cầu Cần Thơ nhanh chóng đóng điện, nước sinh hoạt phục vụ cho bà con. Nhưng chừng nào dân có điện, nước thì cũng... không biết. Trong khi đó ở Thốt Nốt, Chủ tịch UBND xã Thới Thuận Lê Mạnh Hùng cũng tỏ vẻ bức xúc... như dân: “Chúng tôi nghe dân kêu quá nhiều rồi, phản ánh về trên cũng nhiều rồi nhưng mọi việc vẫn như cũ”. Tiến độ thực hiện dự án trung tâm CN-TTCN quá chậm nên làm ảnh hưởng nghiêm trọng đến cuộc sống, sinh hoạt sản xuất của người dân nhưng để giải quyết vấn đề này thì... ngoài tầm tay của xã.  
  
 ",Chinhtrixahoi
" Du khách tham quan di tích bằng máy bay trực thăng 
 Máy bay đưa khách đến khu di tích Mỹ Sơn rồi quay ra biển, sau đó bay đến và dừng lại ở khu di tích Đại nội Huế, rồi hạ cánh ở sân bay Phú Bài. Tại đây, khách được ôtô đưa đến bến thuyền và dạo chơi trên sông Hương bằng thuyền. Khách lên bờ tham quan chùa Linh Mụ và được ôtô đón về tham quan Đại nội. Từ sân bay Phú Bài, máy bay lại đưa khách trở lại ăn trưa và nghỉ tại khu du lịch Furama Đà Nẵng.  
 Sáng 1-4, những du khách còn lại trong số 200 du khách tiếp tục được trực thăng đưa đi tham quan. Những du khách này là những chuyên gia công nghệ thông tin hàng đầu của Tập đoàn công nghệ thông tin Autodesk vừa đến Đà Nẵng hôm 29-3.  
  
 ",Chinhtrixahoi
"Trong tình yêu cần phải tôn trọng nhau, Quỳnh à 
 Mỗi chúng ta đều có khoảng trời riêng bé nhỏ và giữa con người chúng ta chỉ có thể chia sẻ chứ không thể gạt bỏ những cái riêng của người khác. Một điều quan trọng mà bạn cần phải hiểu là trong tình yêu phải tôn trọng lẫn nhau. Bạn phải biết hướng trái tim người ta về phía mình chứ không phải là sự nghiêm cấm suy nghĩ của đối phương.  
 From: hoangTo: tamsu@vnexpress.net Sent: Wednesday, February 04, 2004 1:02 AM Subject: Kính mong Vnexpress chuyển giùm lời tâm sự này đến bạn Quỳnh. 
 Chào bạn Quỳnh,  
 Tôi đã đọc dòng tâm sự của bạn. Tôi cảm thấy bạn là người đáng thương và muốn có dòng tâm sự để chia sẻ nỗi niềm của bạn lúc này. Mong bạn sớm tìm cách giải thoát cho bản thân mình trên con đường xây dựng hạnh phúc gia đình. Thực ra nếu nói rằng tôi đã hiểu bạn thì có lẽ là không phải. Nhưng qua dòng tâm sự của bạn thì tôi biết được suy nghĩ của bạn lúc này. 
 Đó là bạn không thể chấp nhận được sự tồn tại hình bóng của một người phụ nữ khác trong tâm hồn của anh chàng mà bạn cho là người yêu ấy. Để đưa ra định nghĩa về tình yêu thì quả thực là một điều rất khó. Ngay cả các chuyên gia hàng đầu về lĩnh vực này cũng phải ngần ngại khi trả lời về định nghĩa này. Nhưng yêu là chấp nhận và yêu là sẵn sàng làm cho người mình yêu hơn cả chính bản thân mình và yêu không có nghĩa là chiếm hữu.  
 Bạn thử nghĩ xem trong vũ trụ này có bao nhiêu hành tinh? Có phải chỉ có riêng trái đất, mặt trăng và mặt trời không? Và con người ta cũng vậy. Mỗi chúng ta đều có những khoảng trời riêng bé nhỏ và giữa con người chúng ta chỉ có thể chia sẻ chứ không thể gạt bỏ những cái riêng của người khác được.  
 Bạn thử nghĩ xem nếu như bạn thực sự yêu anh ấy và vì một lẽ nào đó mà bạn và anh ấy cũng phải chia tay. Bạn có nghĩ rằng bạn sẽ dễ dàng quên được anh ấy trong ký ức của mình không? Và nếu có một người đàn ông nào đó nghiêm cấm bạn nghĩ về anh ấy thì điều gì trong tâm trí bạn sẽ xảy ra.  
 Tôi nghĩ chị Kh. cũng phải là một người có tâm hồn như thế nào đó thì anh ấy và gia đình họ mới lưu luyến và quý trọng chị như vậy, nếu quả thật như những gì bạn đã kể. Bạn chỉ muốn mình là người được họ yêu quý và họ chấp nhận những gì mình có? Bạn thử nghĩ lại xem, bạn đã làm được điều đó với họ chưa. Nếu thực sự bạn rất yêu anh ấy.  
 Lợi thế của bạn không phải là cái vẻ đẹp bề ngoài mà bạn cho là khá xinh đó? Nó chưa đủ để nói lên điều gì với anh chàng ấy nếu đúng như bạn kể. Vẻ đẹp bề ngoài nó chỉ mang tính chất thể xác nếu như bạn không biết vận dụng nó thay vì bạn tự hào nó. Mà điều đáng nói nhất là bạn đang được gần anh ấy. Chẳng nhẽ trên đời này lại chỉ có một người như chị Kh. sao? Chẳng lẽ bạn chấp nhận rằng mình là người yếu kém?  
 Bạn có làm được những gì mà chị Kh. đã làm cho anh ấy và gia đình họ không? Trong khi bạn muốn anh ấy là của mình. Tôi nghĩ rằng anh ấy là người có học, anh ấy sẽ chấp nhận bạn nếu như bạn biết đối xử tốt. Và như những gì bạn kể thì bạn chưa thực sự chiếm được chỗ đứng trong tim của anh ấy. Và điều quan trọng ở đây là biết địch biết ta trăm trận trăm thắng. Nhưng làm thế nào để biết được địch này, mà không để lộ bí mật là chuyện của phụ nữ mà mình không thể nói ra được vì bạn là người có học thức.  
 Thôi có lẽ tôi cũng không muốn nói nhiều nữa, chào bạn và mong bạn sớm tìm được con đường tốt nhất để đi đến hạnh phúc của mình. Một điều quan trọng mà bạn cần phải hiểu là trong tình yêu cần phải tôn trọng lẫn nhau. Phải biết hướng trái tim người ta về phía mình chứ không phải là sự nghiêm cấm suy nghĩ của đối phương.  
 Quỳnh hãy tự tin vào mình(04/02/2004) 
 Quỳnh không thể buộc người khác xoá bỏ quá khứ(03/02/2004) 
 Quỳnh hãy tìm hiểu cô Kh. một cách tế nhị(03/02/2004) 
 Chị Quỳnh đừng tin là một bầy con có thể ràng buộc anh ấy(02/02/2004) 
 Chị Quỳnh hãy trao đổi thẳng thắn với người yêu(02/02/2004) 
  
 ",Khac
" Bình Định không bắn pháo hoa để dành tiền giúp người nghèo Ngày 29-12, ông Văn Trọng Hùng, Giám đốc Sở Văn hóa - Thông tin thông báo UBND tỉnh đã có quyết định không bắn pháo hoa trong dịp Tết Nguyên đán Bính Tuất 2006 để tiết kiệm hơn 400 triệu đồng bổ sung vào quỹ ủng hộ người nghèo và cứu tế cho các gia đình bị thiệt hại nặng nề do lũ lụt ở 11 huyện, thành phố trong tỉnh.Theo thống kê sơ bộ của Ban Phòng chống lụt bão, trong năm 2005, tỉnh Bình Định bị thiệt hại về tài sản ước tính hơn 200 tỉ đồng do mưa lũ.  
  
 ",Chinhtrixahoi
"Cặp vợ chồng 'giám đốc' gốc giang hồ 
 Cuộc đời tưởng chừng đã khép cửa đối với đôi trai gái Trần Ngọc Minh và Ngô Thị Hương. Họ từng là đàn anh đàn chị trong giới giang hồ giờ đã trở thành 2 người gương mẫu đi đầu trong công tác xã hội ở số nhà 29 tổ 35 phường Cát Dài, đất Cảng. 
 Quê gốc ở Hải Dương, chị Hương theo cha mẹ đến Hải Phòng từ năm 6 tuổi. Cha bỏ mấy mẹ con chị để đi lấy vợ khác. Mẹ chị lại đau yếu nên không đủ sức nuôi mấy đứa trẻ. Thế là ngoài giờ học, Hương phải lang thang khắp phố phường, làm đủ nghề từ bán bán mỳ, vé số, báo... để kiếm tiền. Thế rồi người mẹ cũng đã ra đi khi Hương mới tròn 17 tuổi. Một khoảng trống lớn không gì bù đắp nổi đối với Hương. 
 Một ngày đầu đông 1981, Hương nhìn thấy cảnh một đứa bé móc túi dễ như không. Hương quyết định không bán hàng nữa mà đi móc túi để sống. Với bản lĩnh lì lợm Hương đã thang thang khắp các đường phố bến xe, bến phà, bến tàu để móc túi. Nhiều người ở Tam Bạc, Niệm Nghĩa, Phà Bính... đã quen với cái tên nổi tiếng này trong giới móc túi của đất Cảng lúc bấy giờ. Dần dần Hương thâu tóm tất cả công việc ở các bến xe, bến tàu, bến phà. Khi đã thành thạo, Hương không đi làm nữa mà để cho đàn em của mình hành nghề. 
 Hương kể: ""Đầu những năm 80 mình sống như vua, hàng ngày mấy chục đàn em đưa về cho mình 1,2 cây vàng"". Nhưng rồi ""già néo đứt dây"" những hành động tội lỗi của Hương cũng bị trừng trị trước pháp luật với 3 năm tù giam. 
 Minh trước kia là một học trò thông minh nhưng rất bướng bỉnh. Một lần Minh bị bạn rủ đi cướp. Vì đã theo nên Minh không thể rời ra được khỏi băng cướp ấy. Từ một thanh niên ngoan hiền, Minh đã trở thành tướng cướp trên thành phố Cảng, Minh và đồng bọn thường chọn đêm khuya đứng ở các bến tàu phà để ra tay. Suốt mấy năm làm cướp, Minh vẫn không bị sa lưới pháp luật vì rất tinh vi, xảo quyệt. Trong một lần đi cướp, Minh đã vấp phải băng nhóm của Hương. Đàn em dẫn Minh về chỗ Hương. Thế là hai người đem lòng yêu nhau. Nhưng rồi một ngày cả Minh và Hương đều vào tù. Họ hẹn ngày ra tù sẽ xây dựng hạnh phúc gia đình. Hương nhớ lại lời của Minh ngày Hương bị bắt: ""Vào tù em gắng lao động tu dưỡng. Chờ ngày ra tù anh sẽ cưới em"". 
 Anh Minh tâm sự: ""Năm năm ngồi trong tù ngày nào Minh cũng suy nghĩ về những hành động đáng hổ thẹn của mình. Minh quyết ngày ra tù sẽ cố gắng lao động để có tiền cưới Hương và không quay lại con đường cũ nữa"". Còn Hương thì đau đớn dằn vặn. Chẳng lẽ một người phụ nữ như mình mãi là ""vua móc túi"" hay sao? Hương quyết tâm đổi đời để trở về cuộc sống lương thiện. Chị cố gắng học hỏi, tu dưỡng trong tù. Chỉ hơn một năm chị đã học được nghề may và thêu thùa. Mỗi lần trại giam tổ chức cuộc thi giọng hát hay, Hương lại đem lời ca tiếng hát của mình tới các bạn trong trại. Nhiều đêm sống trong cảnh tù Hương cũng đã ước: ""Ước gì Hương cũng như bao người con gái khác có được gia đình để cùng chồng con ăn cơm, tối xem ti vi rồi tranh luận"". 
 Ngày được trả tự do, Hương đã tìm đến một hiệu may ven đường để làm thuê. Nhiều người dân ở Hàng Kênh, không sao quên được hình ảnh một cô thợ may giỏi giang khéo léo đã may hàng trăm bộ quần áo cho nhân dân khu phố. Nhưng không ai biết rằng người con gái ấy rừng là ""vua móc túi"" một thời. Một năm sau Minh cũng ra tù, theo đúng lời hẹn đi tìm Hương. Tình yêu chờ đợi mấy năm nay đã được chắp cánh trở lại. Sau đó hai tháng, đám cưới của họ được tổ chức. 
 Hương kể rằng, ngày mới cưới họ chỉ có gian nhà cấp 4 tuềnh toàng và ít vốn liếng mà anh em bè bạn giúp đỡ. Anh chị lấy nhau và quyết tâm đoạn tuyệt với giới giang hồ. Chị mở cái hiệu may nhỏ trong xóm, còn anh đi đạp xích lô. Rồi hai vợ chồng sau 3 năm chung sống sinh được một trai, một gái. Cuộc sống của họ những năm 1989-1990 rất khó khăn vì chị phải nghỉ hàng để trông con, chỉ có anh là lao động chính nuôi 4 miệng ăn. Đã nhiều ngày đi đạp xích lô không kiếm đủ rau gạo để nuôi vợ con, anh đã có ý định quay trở lại với con đường cũ của mình. Nhưng rồi chị đã phát hiện và can ngăn kịp thời: ""Có đêm tôi nghe thấy tiếng gọi của một ai. Anh Minh vùng dậy mặc quần áo mở cửa đi. Nhưng lúc ấy tôi ôm con nhỏ quỳ gối xin anh vì nếu anh gây tội vào tù thì tôi và các con biết nương nhờ vào ai. Nhìn tôi và các con òa khóc, bước chân anh run run dừng lại không đi nữa"". 
 Khi các con đã lớn, anh chị vay mượn anh em bè bạn ít vốn mở cửa hàng may ở ngoài phố. Cửa hàng đông khách đến nỗi chị may không xuể. Để chồng đỡ phải đi đạp xích lô vất vả, chị dậy anh nghề may. Mấy tháng sau anh Minh cũng chẳng thua kém gì vợ. Đầu những năm 90, anh chị nhận được đơn đặt hàng gia công may cả ngày cả đêm không hết. Sau một năm anh chị đã trả được toàn bộ tiền vay và sau 3 năm đã mua được thêm 20 chiếc máy và tạo việc làm đều đặn cho 20 người. Hàng ngày, chị ở nhà cai quản xưởng may còn anh tất bật khắp phố để nhận và giao hàng. Năm 1998, anh chị mua thêm 15 chiếc máy dệt để làm hàng xuất khẩu. Đến nay anh chị đã có 30 máy may, 20 máy dệt tạo việc làm thường xuyên cho 80 người có thu nhập ổn định từ 700 đến 800 nghìn đồng/tháng. Cuối năm 2002, anh chị đã xây dựng được ngôi nhà 3 tầng khang trang. ""Năm nay gia đình chúng tôi phấn đấu đoạt doanh thu 1,8 tỷ, nâng thu nhập của người lao động lên 1 triệu/tháng. Sắp tới tôi có ý định mở rộng xưởng sản xuất, nhận gia công thêm nhiều mặt hàng như mây tre đan, thủ công mỹ nghệ... giúp khoảng 30 nhân công là người tàn tật có việc làm ổn định"", anh Minh tâm sự. 
 Ông tổ trưởng dân phố còn tiết lộ rằng anh chị Minh hiện đỡ đầu cho 5 trẻ mồ côi, 3 người tàn tật và 2 cụ già không nơi nương tựa với số tiền một triệu đồng một tháng với một tâm nguyện là chuộc lại lỗi lầm năm xưa. 
  
 ",Khac
"Hàng không thế giới tăng trưởng mạnh 
 Ngành hàng không toàn cầu năm nay đã tăng trưởng mạnh hơn năm ngoái tới 14% nhờ sự phát triển của hàng không khu vực Trung Đông và châu Á. 
 Theo Tổ chức Hàng không dân dụng quốc tế (ICAO), số lượng hành khách được chuyên chở của các hãng hàng không trên thế giới năm nay đã tăng lên mức 1,8 tỷ so với con số 1,7 tỷ năm 2003. Bên cạnh đó, lượng ghế cũng tăng khiến trọng tải của máy bay cũng đạt 73%, tăng 2% so với năm ngoái. 
 Cũng theo thống kê của ICAO, lượng hàng chuyên chở thông qua đường hàng không cũng tăng 13% với con số đạt 83 triệu tấn. ""Tăng trưởng mạnh của hàng không thế giới năm nay nhờ vào sự làm ăn phát đạt của các hãng tại khu vực Trung Đông, và châu Á - nơi mới phục hồi sau tác động bất lợi của dịch SARS năm ngoái"", ICAO nhận định. Các hãng hàng không ở khu vực châu Âu, châu Phi và Mỹ Latin có tăng trưởng, song chậm hơn tốc độ trung bình của thế giới. 
  
 ",Khac
"Tour quốc tế xe đạp 
 Trong các năm gần đây, Pacific Cyclo Tours đã mở rộng mạng lưới hoạt động đến nhiều quốc gia trên thế giới, đặc biệt các quốc gia có phong cảnh tự nhiên đẹp như VN, Canada, Argentina, Bolivia, Madagascar, Morocco, Kazakhstan& 
 VN hiện đứng đầu danh sách những điểm đến hấp dẫn mà công ty đang chào du khách.  
 Một trong những kỷ niệm đáng nhớ nhất của tôi là những ngày đạp xe trên đường mòn Hồ Chí Minh, với phong cảnh đẹp hùng vĩ, không khí trong lành, khám phá những vùng đất mới, tiếp xúc với những người dân VN hiếu khách - du khách Mỹ Robert T. Lewis, California nói. 
 Khoảng vài năm trở lại đây, các công ty lữ hành VN bắt đầu chào bán tour du lịch xe đạp đến du khách quốc tế. Có tour đạp xe thư giãn, tham quan, bình quân một ngày đạp xe khoảng 20 km và tour mạo hiểm, khám phá với đoạn đường khoảng 100 km/ngày.  
 Ba năm trước, Fiditourist tung ra loại hình tour xe đạp, đối tượng chính là du khách trẻ đam mê du lịch khám phá, chủ yếu đến từ châu Âu, Australia với hành trình thường chọn là vòng cung Tây Bắc và cung đường ven biển, băng qua các đèo miền Trung trong thời gian tối thiểu 10 ngày. Ấn tượng nhất với nhiều du khách là tour vượt đèo Cù Mông (ranh giới tỉnh Phú Yên - Bình Định), đèo Hải Vân (Đà Nẵng - Huế) một bên là rừng, dốc cao, một bên là biển xanh.  
 Phần lớn khách tham dự tour đã có kinh nghiệm, có người là tay đua xe chuyên nghiệp nên xe đạp do họ đưa từ nước ngoài vào giá tối thiểu một chiếc cũng trên 5.000 USD. Còn Công ty dịch vụ lữ hành Saigontourist mấy năm gần đây cũng liên tiếp giới thiệu tour xe đạp đến du khách quốc tế. Mới đây, công ty đã tổ chức cho du khách đến từ Canada tour xe đạp dài nửa tháng, xuyên qua các tỉnh miền Tây Nam bộ. 
  
 ",Chinhtrixahoi
